Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
cluster8,GO:0007010,cytoskeleton organization,19/204,489/20876,3.628402686082868e-7,2.810616542219576e-5,2.54428884708321e-5,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G54960/AT4G20890/AT5G67270/AT2G22610/AT4G03100/AT5G37010/AT1G79280/AT1G02730/AT4G04920/AT5G55520/AT3G51720/AT5G62380/AT4G30020/AT5G07770,19
cluster8,GO:0000911,cytokinesis by cell plate formation,12/204,204/20876,8.304959210065509e-7,4.99726900177519e-5,4.523739043053692e-5,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G10470/AT2G22610/AT4G03100/AT5G37010/AT1G02730/AT5G55520/AT3G51720,12
cluster8,GO:0032506,cytokinetic process,12/204,204/20876,8.304959210065509e-7,4.99726900177519e-5,4.523739043053692e-5,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G10470/AT2G22610/AT4G03100/AT5G37010/AT1G02730/AT5G55520/AT3G51720,12
cluster8,GO:1902410,mitotic cytokinetic process,12/204,204/20876,8.304959210065509e-7,4.99726900177519e-5,4.523739043053692e-5,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G10470/AT2G22610/AT4G03100/AT5G37010/AT1G02730/AT5G55520/AT3G51720,12
cluster8,GO:0000226,microtubule cytoskeleton organization,13/204,243/20876,8.436303180752555e-7,4.99726900177519e-5,4.523739043053692e-5,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT2G22610/AT4G03100/AT5G37010/AT1G79280/AT1G02730/AT5G55520/AT3G51720/AT4G30020,13
cluster8,GO:0000281,mitotic cytokinesis,12/204,210/20876,1.128247952214435e-6,6.276957272971246e-5,5.682166935026497e-5,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G10470/AT2G22610/AT4G03100/AT5G37010/AT1G02730/AT5G55520/AT3G51720,12
cluster8,GO:0000910,cytokinesis,12/204,212/20876,1.2466648009873377e-6,6.276957272971246e-5,5.682166935026497e-5,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G10470/AT2G22610/AT4G03100/AT5G37010/AT1G02730/AT5G55520/AT3G51720,12
cluster8,GO:0061640,cytoskeleton-dependent cytokinesis,12/204,212/20876,1.2466648009873377e-6,6.276957272971246e-5,5.682166935026497e-5,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G10470/AT2G22610/AT4G03100/AT5G37010/AT1G02730/AT5G55520/AT3G51720,12
cluster8,GO:0010089,xylem development,8/204,84/20876,1.6730216327590133e-6,8.022537067563458e-5,7.262339518643136e-5,AT4G02290/AT2G31900/AT5G15630/AT5G38020/AT4G37750/AT5G62380/AT5G05940/AT4G33330,8
cluster8,GO:0046148,pigment biosynthetic process,13/204,267/20876,2.410023477069255e-6,1.1031334733676089e-4,9.986030292545335e-5,AT3G63520/AT5G07990/AT5G05270/AT3G21560/AT3G55120/AT3G22840/AT5G17050/AT5G08640/AT5G13930/AT1G78570/AT1G06000/AT1G65060/AT1G06820,13
cluster8,GO:1903047,mitotic cell cycle process,12/204,249/20876,6.5802664699193955e-6,2.881012319656014e-4,2.6080140791534084e-4,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G10470/AT2G22610/AT4G03100/AT5G37010/AT1G02730/AT5G55520/AT3G51720,12
cluster8,GO:0010087,phloem or xylem histogenesis,8/204,107/20876,1.0327101038589385e-5,4.333079477441463e-4,3.922486622551934e-4,AT4G02290/AT2G31900/AT5G15630/AT5G38020/AT4G37750/AT5G62380/AT5G05940/AT4G33330,8
cluster8,GO:0051301,cell division,13/204,339/20876,3.099870187995563e-5,0.001221492529501313,0.0011057466477271073,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G10470/AT2G22610/AT4G03100/AT5G37010/AT1G02730/AT5G55520/AT3G51720/AT1G78580,13
cluster8,GO:0016572,histone phosphorylation,6/204,62/20876,3.153803949059994e-5,0.001221492529501313,0.0011057466477271073,AT1G76540/AT4G05190/AT5G67270/AT2G22610/AT5G37010/AT5G55520,6
cluster8,GO:0000278,mitotic cell cycle,14/204,403/20876,4.5278178459842724e-5,0.001688708359594875,0.0015286901577475167,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G10470/AT5G67270/AT2G22610/AT4G03100/AT5G37010/AT1G02730/AT5G55520/AT3G51720/AT2G48100,14
cluster8,GO:0008283,cell proliferation,11/204,264/20876,6.0765575254775406e-5,0.0021853905100556728,0.001978307825963741,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT4G03100/AT5G37010/AT5G11260/AT1G02730/AT3G51720/AT4G37750/AT1G13710,11
cluster8,GO:0006722,triterpenoid metabolic process,5/204,44/20876,6.759103449912331e-5,0.0023470404048488683,0.0021246401406983953,AT4G37760/AT5G48000/AT2G34490/AT5G47990/AT5G48010,5
cluster8,GO:0051225,spindle assembly,5/204,46/20876,8.397313567184353e-5,0.002818698254051548,0.002551604754098825,AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G55520,5
cluster8,GO:0051552,flavone metabolic process,3/204,10/20876,1.0489948511307101e-4,0.0033010556721519532,0.0029882550693394573,AT1G78570/AT1G06000/AT5G47990,3
cluster8,GO:0051554,flavonol metabolic process,3/204,10/20876,1.0489948511307101e-4,0.0033010556721519532,0.0029882550693394573,AT1G78570/AT1G06000/AT5G47990,3
cluster8,GO:0007051,spindle organization,5/204,49/20876,1.1407688126690621e-4,0.0034810733162355923,0.003151214646798749,AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G55520,5
cluster8,GO:0070925,organelle assembly,5/204,54/20876,1.8186138367028411e-4,0.005386306275175768,0.004875912020385947,AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT5G55520,5
cluster8,GO:0009962,regulation of flavonoid biosynthetic process,7/204,122/20876,1.9915058427003276e-4,0.005729846810283514,0.005186899427905214,AT1G13930/AT3G19030/AT1G65960/AT5G11260/AT5G20885/AT2G35940/AT5G13930,7
